highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,total_clicks,days_active,avg_daily_clicks,avg_score,total_score,submission_count,min_score,max_score,withdrew_early,dropout
0,8,0,1,90,1152.0,90.0,2.360655737704918,72.71428571428571,509.0,7.0,55.0,88.0,0,0
0,10,0,2,120,1310.0,150.0,2.4125230202578267,42.625,341.0,8.0,12.0,65.0,1,0
0,6,0,0,60,2169.0,147.0,2.1886982845610494,67.71428571428571,474.0,7.0,49.0,76.0,0,0
0,8,0,1,90,44.0,6.0,2.0,50.0,100.0,2.0,40.0,60.0,1,1
2,3,0,0,60,20.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1
2,5,1,0,180,573.0,38.0,3.7450980392156863,53.5,107.0,2.0,45.0,62.0,1,1
2,4,0,0,120,254.0,30.0,1.6821192052980132,78.16666666666667,469.0,6.0,56.0,93.0,0,0
1,4,0,0,120,1546.0,110.0,2.513821138211382,77.0,539.0,7.0,67.0,95.0,0,0
0,6,1,0,60,1884.0,130.0,2.7665198237885464,78.85714285714286,552.0,7.0,64.0,95.0,0,0
2,1,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,0,1,120,29.0,7.0,2.4166666666666665,0.0,0.0,0.0,0.0,0.0,1,1
0,8,1,0,60,1002.0,89.0,2.708108108108108,81.28571428571429,569.0,7.0,68.0,98.0,0,0
2,4,0,0,60,1114.0,84.0,2.5846867749419955,51.714285714285715,362.0,7.0,35.0,68.0,0,0
0,1,0,0,120,373.0,34.0,2.181286549707602,60.0,120.0,2.0,45.0,75.0,1,1
0,1,0,0,60,678.0,64.0,1.8423913043478262,85.42857142857143,598.0,7.0,78.0,90.0,0,0
1,3,0,0,60,860.0,67.0,2.8289473684210527,84.66666666666667,508.0,6.0,78.0,95.0,1,1
2,0,0,0,70,3352.0,163.0,2.9403508771929823,91.57142857142857,641.0,7.0,86.0,100.0,0,0
0,4,0,0,60,628.0,53.0,3.3763440860215055,78.42857142857143,549.0,7.0,58.0,95.0,0,0
0,6,0,0,60,418.0,52.0,2.4302325581395348,62.42857142857143,437.0,7.0,37.0,90.0,0,1
0,9,1,0,60,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,0,60,78.0,12.0,2.6,50.0,50.0,1.0,50.0,50.0,0,1
1,2,0,1,90,1334.0,162.0,1.8324175824175823,67.375,539.0,8.0,37.0,95.0,1,0
2,2,0,1,60,2206.0,139.0,2.3874458874458875,52.5,630.0,12.0,31.0,70.0,1,0
0,0,1,0,60,686.0,55.0,2.091463414634146,79.57142857142857,557.0,7.0,60.0,95.0,0,0
0,0,1,2,60,469.0,27.0,2.405128205128205,67.5,135.0,2.0,65.0,70.0,1,1
0,8,0,0,60,8669.0,173.0,6.913078149920255,84.28571428571429,590.0,7.0,54.0,100.0,0,0
0,9,0,0,90,394.0,62.0,2.0846560846560847,67.14285714285714,470.0,7.0,53.0,78.0,0,0
0,7,0,0,180,97.0,9.0,1.515625,0.0,0.0,0.0,0.0,0.0,1,1
0,4,0,0,60,1101.0,80.0,2.210843373493976,63.142857142857146,442.0,7.0,40.0,80.0,0,0
2,4,1,0,60,378.0,55.0,1.8,65.57142857142857,459.0,7.0,11.0,100.0,0,1
2,2,0,1,60,1035.0,139.0,1.6586538461538463,80.85714285714286,566.0,7.0,75.0,89.0,1,0
0,10,0,0,60,333.0,38.0,1.4478260869565218,73.28571428571429,513.0,7.0,45.0,95.0,0,0
1,3,0,0,60,124.0,17.0,2.6382978723404253,47.666666666666664,143.0,3.0,45.0,50.0,0,1
0,7,0,1,210,1271.0,149.0,1.7926657263751764,55.642857142857146,779.0,14.0,27.0,75.0,0,0
2,5,1,0,60,697.0,102.0,2.0028735632183907,81.42857142857143,570.0,7.0,44.0,95.0,0,0
0,9,1,0,60,1525.0,92.0,2.5501672240802677,76.57142857142857,536.0,7.0,67.0,95.0,0,0
2,6,0,0,60,729.0,80.0,2.3592233009708736,44.42857142857143,311.0,7.0,19.0,60.0,0,0
0,4,0,0,60,837.0,78.0,1.9375,83.0,581.0,7.0,62.0,95.0,0,0
2,0,0,0,60,1304.0,78.0,2.688659793814433,89.14285714285714,624.0,7.0,82.0,98.0,0,0
1,0,0,1,270,5217.0,219.0,3.478,34.666666666666664,208.0,6.0,23.0,44.0,1,1
2,9,0,0,60,271.0,37.0,1.7044025157232705,51.0,357.0,7.0,36.0,75.0,0,1
1,8,1,0,60,1502.0,116.0,2.369085173501577,93.42857142857143,654.0,7.0,85.0,100.0,0,0
0,8,0,0,60,1994.0,84.0,2.9850299401197606,79.14285714285714,554.0,7.0,63.0,93.0,0,0
1,2,0,0,180,2424.0,121.0,3.1237113402061856,85.85714285714286,601.0,7.0,80.0,93.0,0,0
0,6,0,1,60,651.0,64.0,2.199324324324324,49.333333333333336,444.0,9.0,39.0,57.0,1,1
2,8,0,0,60,405.0,37.0,1.738197424892704,63.0,441.0,7.0,42.0,85.0,0,1
1,2,0,0,60,519.0,43.0,2.1991525423728815,57.0,228.0,4.0,45.0,65.0,1,1
0,7,0,0,60,747.0,65.0,2.3865814696485623,61.714285714285715,432.0,7.0,40.0,85.0,0,0
0,9,0,0,60,767.0,60.0,2.523026315789474,49.8,249.0,5.0,30.0,70.0,0,1
1,8,1,0,60,2947.0,164.0,2.409648405560098,91.14285714285714,638.0,7.0,69.0,100.0,0,0
1,9,0,0,60,472.0,66.0,1.7946768060836502,66.85714285714286,468.0,7.0,48.0,90.0,0,0
0,1,0,0,60,334.0,27.0,2.127388535031847,58.333333333333336,175.0,3.0,45.0,75.0,1,1
2,2,0,2,120,1559.0,68.0,3.396514161220044,85.54545454545455,941.0,11.0,65.0,100.0,1,1
2,7,0,0,60,2055.0,168.0,2.1861702127659575,66.0,462.0,7.0,52.0,80.0,0,0
2,5,1,0,60,1180.0,169.0,2.3552894211576847,66.42857142857143,465.0,7.0,54.0,80.0,0,0
0,7,1,0,60,1434.0,137.0,2.3781094527363185,83.28571428571429,583.0,7.0,70.0,94.0,0,0
0,2,0,0,60,82.0,16.0,1.8636363636363635,65.4,327.0,5.0,23.0,90.0,1,1
2,2,0,0,60,1843.0,116.0,2.8009118541033433,69.0,483.0,7.0,55.0,87.0,0,0
0,5,0,0,270,122.0,10.0,3.05,50.0,50.0,1.0,50.0,50.0,1,1
0,8,0,0,60,760.0,136.0,1.7966903073286051,65.85714285714286,461.0,7.0,56.0,80.0,0,0
0,1,0,1,240,160.0,18.0,2.0253164556962027,67.0,134.0,2.0,67.0,67.0,1,1
1,3,1,0,120,2296.0,169.0,2.335707019328586,79.0,553.0,7.0,66.0,90.0,0,0
1,4,0,0,120,169.0,22.0,1.5943396226415094,0.0,0.0,0.0,0.0,0.0,1,1
0,2,0,0,60,289.0,37.0,2.8058252427184467,52.2,261.0,5.0,20.0,70.0,0,1
2,7,1,0,60,161.0,13.0,2.3,10.0,10.0,1.0,10.0,10.0,1,1
0,0,0,1,60,1142.0,113.0,2.1587901701323253,43.5,522.0,12.0,18.0,85.0,1,1
0,9,0,0,60,2735.0,160.0,2.5704887218045114,86.71428571428571,607.0,7.0,73.0,100.0,0,0
2,2,0,0,60,73.0,7.0,3.4761904761904763,62.5,125.0,2.0,60.0,65.0,1,1
2,6,0,0,60,165.0,13.0,3.0555555555555554,77.5,155.0,2.0,65.0,90.0,0,1
0,8,0,1,60,123.0,6.0,2.0847457627118646,85.0,170.0,2.0,85.0,85.0,1,1
0,0,1,2,60,773.0,47.0,2.638225255972696,79.0,553.0,7.0,72.0,83.0,1,1
0,4,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,8,1,0,60,4012.0,194.0,2.6446934739617665,90.71428571428571,635.0,7.0,80.0,99.0,0,0
2,7,0,0,150,1198.0,70.0,2.7731481481481484,56.666666666666664,340.0,6.0,17.0,84.0,0,1
0,3,0,0,60,186.0,21.0,3.576923076923077,65.0,65.0,1.0,65.0,65.0,1,1
0,8,0,0,120,188.0,11.0,3.081967213114754,0.0,0.0,0.0,0.0,0.0,1,1
2,6,1,0,60,737.0,60.0,1.9192708333333333,68.85714285714286,482.0,7.0,53.0,90.0,0,0
1,10,1,0,60,387.0,58.0,1.7671232876712328,85.71428571428571,600.0,7.0,70.0,95.0,0,0
2,2,0,1,60,771.0,75.0,2.171830985915493,51.57142857142857,361.0,7.0,40.0,64.0,1,0
2,7,1,0,60,4109.0,119.0,4.456616052060737,69.0,483.0,7.0,47.0,90.0,0,0
1,5,0,0,90,1081.0,98.0,2.440180586907449,79.14285714285714,554.0,7.0,60.0,92.0,0,0
2,10,0,0,60,1187.0,99.0,2.3412228796844183,88.42857142857143,619.0,7.0,65.0,100.0,0,0
1,9,1,0,60,900.0,70.0,3.3333333333333335,80.14285714285714,561.0,7.0,65.0,92.0,0,0
0,9,1,0,60,4915.0,188.0,3.4322625698324023,91.66666666666667,550.0,6.0,78.0,100.0,0,0
0,10,0,0,120,1180.0,109.0,2.0557491289198606,69.28571428571429,485.0,7.0,6.0,96.0,0,0
2,2,0,0,60,591.0,89.0,1.8584905660377358,64.14285714285714,449.0,7.0,31.0,90.0,0,0
0,2,0,0,120,94.0,8.0,2.35,0.0,0.0,0.0,0.0,0.0,1,1
3,6,0,0,60,482.0,49.0,2.446700507614213,69.5,278.0,4.0,58.0,75.0,1,1
0,7,0,0,60,114.0,12.0,2.375,50.0,100.0,2.0,40.0,60.0,1,1
2,10,0,0,60,468.0,67.0,1.8571428571428572,74.66666666666667,448.0,6.0,30.0,95.0,0,0
2,7,0,0,60,725.0,55.0,2.8884462151394423,50.714285714285715,355.0,7.0,16.0,85.0,0,0
0,0,0,0,180,35.0,4.0,3.1818181818181817,85.0,85.0,1.0,85.0,85.0,1,1
2,2,0,0,60,445.0,52.0,2.3177083333333335,56.285714285714285,394.0,7.0,20.0,85.0,0,1
2,2,0,0,60,505.0,48.0,2.5505050505050506,66.28571428571429,464.0,7.0,42.0,90.0,0,0
0,10,0,1,120,2022.0,98.0,3.3421487603305784,64.83333333333333,389.0,6.0,42.0,95.0,0,1
2,4,1,1,130,2026.0,56.0,2.719463087248322,72.25,867.0,12.0,42.0,90.0,0,0
0,3,0,1,90,198.0,26.0,1.7837837837837838,37.0,37.0,1.0,37.0,37.0,1,1
0,8,0,0,120,929.0,117.0,1.9394572025052192,77.71428571428571,544.0,7.0,53.0,95.0,0,0
0,6,0,0,120,9.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,1,1
0,5,0,1,90,4591.0,244.0,2.7959805115712544,47.76923076923077,621.0,13.0,22.0,85.0,1,0
2,8,0,1,60,369.0,34.0,2.6739130434782608,72.71428571428571,509.0,7.0,65.0,88.0,1,1
0,2,0,0,60,3449.0,185.0,3.226379794200187,77.57142857142857,543.0,7.0,12.0,100.0,0,0
0,2,0,0,120,10.0,5.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,9,1,0,60,1279.0,101.0,2.3128390596745025,68.85714285714286,482.0,7.0,36.0,83.0,0,0
2,7,1,0,60,332.0,29.0,1.7945945945945947,85.0,255.0,3.0,85.0,85.0,0,1
0,7,0,1,60,140.0,19.0,2.5,56.666666666666664,170.0,3.0,39.0,80.0,1,1
2,6,0,0,60,1781.0,104.0,3.0289115646258504,75.1875,1203.0,16.0,44.0,100.0,0,0
2,5,1,0,60,990.0,127.0,2.475,66.0,462.0,7.0,38.0,85.0,0,1
0,2,0,1,60,1447.0,95.0,2.3189102564102564,78.14285714285714,547.0,7.0,64.0,95.0,0,0
0,9,0,0,120,688.0,61.0,1.768637532133676,83.71428571428571,586.0,7.0,51.0,100.0,0,0
0,9,0,0,60,493.0,28.0,2.2511415525114153,58.57142857142857,410.0,7.0,43.0,85.0,0,0
2,1,0,1,120,1405.0,110.0,2.100149476831091,78.28571428571429,1096.0,14.0,47.0,98.0,0,0
0,1,0,0,120,2571.0,176.0,2.586519114688129,69.0,483.0,7.0,29.0,90.0,0,0
0,7,0,0,60,1673.0,131.0,2.874570446735395,74.28571428571429,520.0,7.0,62.0,82.0,0,0
2,3,0,1,60,203.0,33.0,2.506172839506173,54.0,108.0,2.0,53.0,55.0,1,1
2,1,0,1,120,616.0,27.0,2.8651162790697673,60.75,243.0,4.0,42.0,75.0,1,1
1,8,2,0,60,1958.0,149.0,2.1611479028697573,77.14285714285714,540.0,7.0,62.0,95.0,0,0
0,9,0,0,60,1240.0,129.0,1.8102189781021898,78.28571428571429,548.0,7.0,63.0,100.0,0,0
2,10,0,0,60,62.0,5.0,2.2962962962962963,45.0,45.0,1.0,45.0,45.0,0,1
0,1,0,2,150,62.0,9.0,1.3777777777777778,36.0,36.0,1.0,36.0,36.0,1,1
2,0,0,0,60,974.0,56.0,2.2863849765258215,79.14285714285714,554.0,7.0,47.0,100.0,0,0
0,5,0,1,120,358.0,40.0,2.5942028985507246,35.8,358.0,10.0,14.0,65.0,0,1
2,6,0,1,60,7.0,3.0,1.75,0.0,0.0,0.0,0.0,0.0,1,1
2,0,0,0,210,178.0,22.0,2.2531645569620253,37.5,75.0,2.0,0.0,75.0,1,1
0,8,0,0,90,1411.0,116.0,3.351543942992874,54.0,378.0,7.0,31.0,85.0,0,1
2,3,0,0,60,220.0,28.0,2.0952380952380953,55.42857142857143,388.0,7.0,28.0,70.0,0,0
0,6,0,0,60,524.0,74.0,1.617283950617284,69.85714285714286,489.0,7.0,60.0,80.0,0,0
2,9,0,0,60,302.0,39.0,2.287878787878788,89.25,357.0,4.0,82.0,95.0,1,1
0,6,0,2,90,75.0,5.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,1,1
0,7,0,0,120,374.0,38.0,2.1129943502824857,41.6,208.0,5.0,14.0,55.0,1,1
0,4,0,0,60,786.0,84.0,1.5502958579881656,87.71428571428571,614.0,7.0,75.0,97.0,0,0
2,0,0,1,60,2004.0,111.0,2.8106591865357644,69.0,483.0,7.0,58.0,87.0,1,0
0,5,0,1,60,160.0,12.0,2.711864406779661,47.0,188.0,4.0,25.0,71.0,1,1
0,0,0,0,120,310.0,40.0,1.7318435754189945,70.0,490.0,7.0,45.0,95.0,0,0
0,3,1,1,60,694.0,54.0,2.1962025316455698,71.0,426.0,6.0,56.0,83.0,1,1
2,10,0,0,60,25.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,1,1
1,10,0,0,180,1567.0,111.0,2.3180473372781063,49.57142857142857,347.0,7.0,40.0,72.0,0,0
2,8,0,0,60,8.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,1,1
2,3,1,1,70,98.0,10.0,1.7818181818181817,71.66666666666667,215.0,3.0,70.0,75.0,0,1
2,4,0,1,120,1149.0,114.0,2.9844155844155846,71.11111111111111,640.0,9.0,55.0,82.0,1,1
2,1,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,4,0,0,180,182.0,13.0,2.563380281690141,60.0,60.0,1.0,60.0,60.0,1,1
0,8,1,0,60,288.0,43.0,1.7245508982035929,82.42857142857143,577.0,7.0,73.0,97.0,0,0
0,6,0,0,60,32.0,6.0,1.6842105263157894,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,1,60,682.0,55.0,2.7611336032388665,57.2,286.0,5.0,38.0,80.0,1,1
1,4,1,0,60,847.0,74.0,2.112219451371571,94.33333333333333,283.0,3.0,93.0,95.0,1,1
0,3,0,1,60,309.0,25.0,1.9807692307692308,35.0,35.0,1.0,35.0,35.0,1,1
0,5,0,0,120,698.0,82.0,2.2229299363057327,49.75,199.0,4.0,6.0,80.0,1,1
0,1,0,1,120,651.0,82.0,2.2067796610169492,69.85714285714286,489.0,7.0,50.0,93.0,0,0
0,4,0,0,60,920.0,32.0,3.3823529411764706,48.25,193.0,4.0,30.0,60.0,0,1
0,1,0,0,60,212.0,20.0,1.8275862068965518,60.0,180.0,3.0,55.0,65.0,1,1
0,1,1,0,60,818.0,63.0,3.3387755102040817,52.666666666666664,158.0,3.0,40.0,63.0,1,1
0,9,0,0,120,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
0,4,0,0,60,1059.0,125.0,1.8133561643835616,91.42857142857143,640.0,7.0,82.0,100.0,0,0
2,2,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,6,1,0,90,4703.0,163.0,2.972819216182048,78.16666666666667,469.0,6.0,44.0,100.0,0,0
1,2,0,0,120,126.0,13.0,2.210526315789474,47.5,95.0,2.0,40.0,55.0,0,1
0,8,0,1,120,516.0,34.0,1.3402597402597403,42.0,42.0,1.0,42.0,42.0,1,1
0,2,0,0,60,713.0,67.0,2.0547550432276656,67.85714285714286,475.0,7.0,45.0,90.0,0,0
1,9,1,0,60,3053.0,130.0,2.9669582118561713,79.42857142857143,556.0,7.0,44.0,100.0,0,0
2,4,0,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,0,120,75.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,1
2,8,0,1,90,1529.0,111.0,2.649913344887348,54.2,542.0,10.0,10.0,95.0,1,1
0,9,0,0,90,509.0,75.0,1.691029900332226,84.2,421.0,5.0,68.0,93.0,1,1
0,8,0,1,90,173.0,22.0,2.0595238095238093,43.666666666666664,131.0,3.0,22.0,65.0,0,1
2,2,0,0,60,563.0,63.0,1.9215017064846416,83.42857142857143,584.0,7.0,73.0,95.0,0,0
0,3,0,0,60,941.0,52.0,2.4505208333333335,91.6,458.0,5.0,85.0,100.0,1,1
0,2,0,1,60,332.0,42.0,1.4497816593886463,70.71428571428571,495.0,7.0,44.0,100.0,1,0
0,0,0,0,150,462.0,49.0,2.7017543859649122,87.14285714285714,610.0,7.0,78.0,97.0,1,0
2,1,0,0,60,226.0,28.0,1.6258992805755397,91.66666666666667,275.0,3.0,85.0,95.0,1,1
0,8,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,3,0,0,60,1613.0,111.0,2.3410740203193035,78.0,546.0,7.0,64.0,90.0,0,0
2,4,0,0,60,831.0,74.0,1.794816414686825,65.0,455.0,7.0,38.0,80.0,0,0
0,9,0,0,60,1390.0,111.0,2.3051409618573797,84.71428571428571,593.0,7.0,67.0,98.0,0,0
3,4,0,0,120,255.0,6.0,10.625,0.0,0.0,0.0,0.0,0.0,1,1
2,9,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,1,0,60,685.0,53.0,2.026627218934911,68.14285714285714,477.0,7.0,31.0,98.0,0,0
0,3,0,0,60,2812.0,141.0,3.5018679950186797,75.45454545454545,830.0,11.0,54.0,88.0,0,0
2,6,0,0,60,1800.0,158.0,2.756508422664625,84.85714285714286,594.0,7.0,64.0,94.0,0,0
2,8,0,0,60,3741.0,130.0,3.8448098663926,78.57142857142857,550.0,7.0,60.0,94.0,0,0
2,7,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,3,1,0,60,1405.0,125.0,2.299509001636661,76.71428571428571,537.0,7.0,53.0,90.0,0,0
0,4,1,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,7,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,4,0,0,60,583.0,90.0,1.856687898089172,75.71428571428571,530.0,7.0,60.0,100.0,0,0
2,10,1,0,60,7463.0,231.0,5.376801152737752,68.85714285714286,482.0,7.0,25.0,100.0,0,0
1,1,0,0,120,139.0,13.0,2.3559322033898304,82.5,165.0,2.0,70.0,95.0,1,1
0,3,0,0,60,726.0,102.0,2.2,82.28571428571429,576.0,7.0,67.0,89.0,0,0
0,9,0,0,60,357.0,53.0,2.3181818181818183,59.0,413.0,7.0,34.0,85.0,0,1
2,6,0,0,60,4545.0,216.0,3.6014263074484942,85.0,595.0,7.0,64.0,98.0,0,0
2,0,0,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,0,0,0,60,673.0,95.0,1.7526041666666667,71.85714285714286,503.0,7.0,60.0,78.0,0,0
2,1,0,0,330,1123.0,79.0,2.2778904665314403,93.0,558.0,6.0,85.0,100.0,1,1
0,2,0,1,60,763.0,52.0,2.2912912912912913,56.666666666666664,170.0,3.0,45.0,70.0,1,1
0,4,0,0,300,1919.0,88.0,3.997916666666667,81.91666666666667,983.0,12.0,72.0,91.0,1,1
0,9,0,0,120,381.0,49.0,1.9538461538461538,82.0,574.0,7.0,66.0,96.0,0,0
2,4,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,0,0,120,359.0,50.0,2.111764705882353,61.714285714285715,432.0,7.0,36.0,70.0,0,0
0,5,1,0,60,1517.0,86.0,3.58628841607565,79.0,553.0,7.0,53.0,91.0,0,0
2,1,0,0,120,2063.0,141.0,3.0837070254110612,75.25,602.0,8.0,49.0,98.0,1,0
0,7,0,1,60,885.0,60.0,2.8184713375796178,79.57142857142857,557.0,7.0,73.0,87.0,1,1
0,5,0,1,120,648.0,46.0,2.25,74.8,374.0,5.0,74.0,76.0,1,1
2,2,0,0,60,413.0,67.0,2.004854368932039,78.57142857142857,550.0,7.0,56.0,94.0,0,0
1,8,0,0,190,1174.0,86.0,2.4356846473029043,70.33333333333333,422.0,6.0,53.0,83.0,0,0
0,8,0,0,60,483.0,64.0,1.5431309904153354,85.6,428.0,5.0,75.0,90.0,1,1
2,4,0,0,60,566.0,47.0,2.3583333333333334,48.57142857142857,340.0,7.0,6.0,75.0,0,1
0,0,0,0,120,724.0,86.0,1.9153439153439153,43.5,261.0,6.0,20.0,70.0,0,1
1,7,0,0,60,1596.0,117.0,2.051413881748072,68.71428571428571,481.0,7.0,38.0,80.0,0,0
0,8,0,1,60,1591.0,130.0,2.5253968253968253,78.57142857142857,550.0,7.0,66.0,95.0,1,0
0,2,0,0,60,543.0,40.0,2.3304721030042916,85.0,595.0,7.0,56.0,97.0,0,0
0,1,0,0,60,1787.0,130.0,3.1024305555555554,70.85714285714286,496.0,7.0,40.0,93.0,0,0
0,10,0,0,60,500.0,60.0,1.7241379310344827,71.85714285714286,503.0,7.0,51.0,90.0,0,0
2,4,0,1,120,305.0,29.0,2.3461538461538463,55.0,110.0,2.0,35.0,75.0,1,1
2,0,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,2,0,1,120,41.0,5.0,1.7826086956521738,35.0,35.0,1.0,35.0,35.0,1,1
0,2,0,0,60,5099.0,220.0,3.0865617433414045,78.83333333333333,473.0,6.0,62.0,90.0,0,0
0,6,0,0,60,995.0,64.0,2.2309417040358746,69.42857142857143,486.0,7.0,49.0,88.0,0,0
1,5,1,0,90,5729.0,264.0,3.600879949717159,92.0,644.0,7.0,71.0,100.0,0,0
2,8,1,0,60,1352.0,86.0,2.5223880597014925,58.857142857142854,412.0,7.0,31.0,80.0,0,1
0,2,0,0,60,349.0,29.0,4.154761904761905,56.285714285714285,394.0,7.0,38.0,70.0,0,0
0,9,0,0,60,412.0,39.0,2.4523809523809526,59.0,295.0,5.0,21.0,80.0,1,1
0,6,0,0,60,672.0,65.0,1.8983050847457628,55.42857142857143,388.0,7.0,44.0,75.0,0,0
2,5,0,0,60,4.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,0,60,1337.0,96.0,1.8699300699300698,85.57142857142857,599.0,7.0,80.0,95.0,0,0
0,7,1,0,60,5608.0,174.0,4.17572598659717,69.54545454545455,765.0,11.0,11.0,94.0,0,0
0,8,0,0,60,679.0,85.0,1.8203753351206435,87.0,609.0,7.0,65.0,95.0,0,0
0,2,0,1,60,1310.0,137.0,2.712215320910973,45.166666666666664,542.0,12.0,24.0,65.0,1,1
2,3,1,0,60,198.0,22.0,2.357142857142857,62.5,125.0,2.0,60.0,65.0,1,1
2,6,1,1,120,110.0,23.0,2.0754716981132075,0.0,0.0,0.0,0.0,0.0,1,1
1,4,0,0,60,280.0,30.0,2.2222222222222223,61.666666666666664,185.0,3.0,50.0,80.0,1,1
2,0,0,0,120,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1
0,9,0,1,60,484.0,49.0,2.2,77.2,386.0,5.0,74.0,82.0,1,1
2,9,0,0,90,645.0,77.0,1.7966573816155988,83.85714285714286,587.0,7.0,78.0,91.0,0,0
2,3,0,0,120,1779.0,190.0,1.9485213581599123,60.714285714285715,425.0,7.0,49.0,85.0,0,0
0,2,0,0,150,38.0,4.0,2.235294117647059,0.0,0.0,0.0,0.0,0.0,1,1
2,10,0,0,60,938.0,94.0,1.8073217726396917,79.0,553.0,7.0,53.0,95.0,0,0
0,9,0,1,60,2426.0,138.0,2.6542669584245075,47.0,329.0,7.0,24.0,62.0,0,0
0,3,0,1,120,1360.0,115.0,2.255389718076285,52.36363636363637,576.0,11.0,29.0,80.0,1,1
0,8,1,1,120,464.0,18.0,3.515151515151515,100.0,100.0,1.0,100.0,100.0,1,1
0,4,1,0,60,651.0,93.0,1.7406417112299466,82.0,574.0,7.0,73.0,95.0,0,0
0,4,0,0,60,85.0,14.0,1.4166666666666667,50.0,100.0,2.0,40.0,60.0,1,1
0,7,0,0,210,163.0,24.0,1.8314606741573034,60.0,120.0,2.0,50.0,70.0,1,1
1,5,0,0,60,328.0,31.0,1.8742857142857143,60.0,420.0,7.0,38.0,90.0,0,1
1,3,1,0,60,9982.0,281.0,5.5703125,85.14285714285714,596.0,7.0,76.0,95.0,0,0
0,2,1,0,120,170.0,7.0,3.207547169811321,0.0,0.0,0.0,0.0,0.0,1,1
2,2,0,0,60,3659.0,139.0,3.9301825993555317,71.0,426.0,6.0,40.0,95.0,0,1
0,9,0,1,60,583.0,66.0,2.250965250965251,74.5,745.0,10.0,50.0,83.0,1,0
1,9,1,0,60,104.0,18.0,1.4246575342465753,49.0,245.0,5.0,29.0,80.0,0,1
2,6,0,0,120,662.0,96.0,1.6633165829145728,42.0,294.0,7.0,21.0,70.0,0,1
0,0,0,0,60,438.0,38.0,1.8798283261802575,82.5,165.0,2.0,80.0,85.0,0,1
2,3,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,0,120,1677.0,92.0,2.7004830917874396,79.85714285714286,559.0,7.0,41.0,94.0,0,0
0,4,0,1,90,1215.0,111.0,2.2416974169741697,84.9090909090909,934.0,11.0,71.0,96.0,1,0
1,1,0,0,120,435.0,45.0,2.1116504854368934,55.0,165.0,3.0,50.0,60.0,1,1
0,9,0,0,60,414.0,52.0,1.5984555984555984,69.42857142857143,486.0,7.0,50.0,83.0,0,0
0,1,0,0,60,643.0,64.0,1.5955334987593053,72.71428571428571,509.0,7.0,58.0,83.0,0,0
2,2,1,0,120,1672.0,118.0,1.8786516853932584,81.42857142857143,570.0,7.0,51.0,95.0,0,0
0,2,1,0,90,565.0,55.0,1.9415807560137457,75.0,300.0,4.0,72.0,78.0,1,1
0,3,0,1,60,2763.0,173.0,3.0229759299781183,70.125,561.0,8.0,17.0,80.0,1,1
0,7,0,0,60,242.0,40.0,1.9516129032258065,76.85714285714286,538.0,7.0,65.0,85.0,0,0
0,7,0,0,120,592.0,40.0,2.0,34.0,68.0,2.0,18.0,50.0,1,1
0,2,0,0,60,734.0,95.0,2.4630872483221475,55.857142857142854,391.0,7.0,27.0,75.0,0,1
3,2,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,1,0,120,498.0,77.0,1.6435643564356435,47.0,329.0,7.0,21.0,70.0,0,1
0,7,0,0,60,1683.0,146.0,2.906735751295337,88.28571428571429,618.0,7.0,76.0,97.0,0,0
